slot,time,stochastic_grid_mw,base_load_mw,unmanaged_ev_mw,unmanaged_total_mw,managed_ev_mw,managed_total_mw,unmanaged_stress,managed_stress,unmanaged_evs_active,managed_evs_active,price_eur_mwh
0,00:00,2058.7832007408556,2056.376096746246,2.407103994609745,2058.7832007408556,0.9980678644088719,2057.3741646106546,0.8985353886741911,0.8979204289123034,211,89,72.00150726089134
1,00:15,2069.692649191002,2067.8742975109526,1.8183516800497102,2069.692649191002,0.8048242170154905,2068.679121727968,0.9032967086130007,0.9028543646631366,165,73,72.00150726089134
2,00:30,2063.520972132624,2062.106423607543,1.414548525081227,2063.520972132624,0.593275773302747,2062.6996993808457,0.9006031417321239,0.9002447054329733,129,54,72.00150726089134
3,00:45,2058.196988817827,2057.1226672680996,1.0743215497273997,2058.196988817827,0.4624037028413802,2057.585070970941,0.8982795423286826,0.8980124768891597,98,42,72.00150726089134
4,01:00,2050.351629698168,2049.5606013019224,0.7910283962454527,2050.351629698168,0.37192830747777483,2049.9325296094003,0.8948555136095174,0.894672601556894,72,34,66.68505131414268
5,01:15,2039.786529565566,2039.228616354002,0.5579132115639313,2039.786529565566,0.2594455037471596,2039.4880618577492,0.8902444810585364,0.8901142178050994,51,24,66.68505131414268
6,01:30,2020.1120530478818,2019.7437095794671,0.3683434684146015,2020.1120530478818,0.16168636721364646,2019.9053959466808,0.8816577520632651,0.8815675586331444,33,15,66.68505131414268
7,01:45,2012.7179577099791,2012.5019573489221,0.21600036105694737,2012.7179577099791,0.09372579684178953,2012.5956831457638,0.8784306729196499,0.8783773074059608,20,9,66.68505131414268
8,02:00,2003.8696401860698,2003.774618496814,0.09502168925580923,2003.8696401860698,3.7271660764604064,2007.5017845732743,0.8745689130108856,0.8761541261928774,9,396,63.89488610763455
9,02:15,2020.2800880946127,2020.279988268662,9.982595060382066e-05,2020.2800880946127,3.6891363719789965,2023.969124640641,0.8817310892830225,0.8833411324801527,0,393,63.89488610763455
10,02:30,2010.239298223669,2010.239087112188,0.00021111148116043053,2010.239298223669,12.456564156761445,2022.6956512689494,0.8773488867150019,0.8827853377317851,0,1327,63.89488610763455
11,02:45,1986.3215603728277,1986.3211258832018,0.0004344896258146398,1986.3215603728277,13.608829881110355,1999.9299557643121,0.8669102286434381,0.8728494770489621,0,1354,63.89488610763455
12,03:00,1984.1380384779657,1984.1371681849473,0.0008702930183882125,1984.1380384779657,33.919009519611436,2018.0561777045586,0.8659572522961606,0.8807604857799509,0,1672,61.357474342928654
13,03:15,2007.4578470281263,2007.456150381024,0.0016966471022636705,2007.4578470281263,22.655710681809474,2030.1118610628334,0.8761349500896369,0.8860220685090904,0,1566,61.357474342928654
14,03:30,2011.7916162512065,2011.7883968051003,0.003219446106217063,2011.7916162512065,13.014537879718217,2024.8029346848186,0.8780263804315415,0.8837050405554935,0,1340,61.357474342928654
15,03:45,2015.0169788275143,2015.0110323377614,0.005946489752949573,2015.0169788275143,13.017526585742301,2028.0285589235036,0.8794340577503942,0.8851128320742803,0,1340,61.357474342928654
16,04:00,2013.0475543560256,2013.0368623496474,0.010692006378101564,2013.0475543560256,16.18011808917639,2029.2169804388238,0.8785745220876218,0.8856315067884477,1,1415,61.061131414267834
17,04:15,2013.692654973369,2013.6739391409678,0.018715832401052682,2013.692654973369,16.1889118087781,2029.862850949746,0.8788560698162655,0.8859133905294632,1,1415,61.061131414267834
18,04:30,2034.1722605171144,2034.1403637614017,0.031896755712789125,2034.1722605171144,8.802263100427579,2042.9426268618292,0.8877941893426545,0.8916219282369332,2,936,61.061131414267834
19,04:45,2048.8930202371466,2048.840089078524,0.052931158622441916,2048.8930202371466,8.823702610951607,2057.6637916894756,0.8942189180619576,0.898046833761413,3,937,61.061131414267834
20,05:00,2052.5393160845083,2052.453780177952,0.08553590655616344,2052.5393160845083,0.0921299935097874,2052.545910171462,0.8958103075075541,0.8958131854310195,4,5,64.70441551939925
21,05:15,2095.2039980767504,2095.069378746902,0.1346193298480307,2095.2039980767504,0.14269669110897246,2095.212075438011,0.9144308823222139,0.9144344076059531,7,8,64.70441551939925
22,05:30,2118.3789862402296,2118.172617627216,0.2063686130135267,2118.3789862402296,0.21077150016046614,2118.383389127376,0.9245453747027124,0.9245472962988824,11,12,64.70441551939925
23,05:45,2151.3911140611476,2151.0829239409463,0.3081901202011016,2151.3911140611476,0.3159102240508671,2151.398834164997,0.9389531885472476,0.9389565579095537,16,18,64.70441551939925
24,06:00,2235.5553915011474,2234.9384247584194,0.6169667427281533,2235.5553915011474,0.6421422034653668,2235.580566961885,0.9756858477776217,0.9756968353562995,24,26,76.242112640801
25,06:15,2215.0497977412087,2214.081214625237,0.9685831159717387,2215.0497977412087,0.9582771402398915,2215.0394917654767,0.9667363859535446,0.966731888013253,34,38,76.242112640801
26,06:30,2249.734544961074,2248.4413244867014,1.2932204743722724,2249.734544961074,1.2872265903389057,2249.7285510770403,0.981874197847994,0.981871581877105,45,49,76.242112640801
27,06:45,2319.960226430198,2318.268863767389,1.6913626628086953,2319.960226430198,1.6902810756351934,2319.959144843024,1.012523495924189,1.0125230238762575,58,64,76.242112640801
28,07:00,2391.177490287644,2389.0148356288446,2.1626546587995663,2391.177490287644,2.067466066032728,2391.0823016948775,1.0436055602413232,1.0435640161296518,75,74,88.03397997496872
